0.0 -150.0
100000.0 -150.052
200000.0 -145.575
300000.0 -137.324
400000.0 -126.331
500000.0 -113.786
600000.0 -100.919
700000.0 -88.898
800000.0 -78.745
900000.0 -71.269
1000000.0 -67.038
1100000.0 -66.354
1200000.0 -69.269
1300000.0 -75.6
1400000.0 -84.967
1500000.0 -96.836
1600000.0 -110.564
1700000.0 -125.448
1800000.0 -140.769
1900000.0 -155.833
2000000.0 -170.002
2100000.0 -182.724
2200000.0 -193.547
2300000.0 -202.138
2400000.0 -208.281
2500000.0 -211.876
2600000.0 -212.939
2700000.0 -211.583
2800000.0 -208.009
2900000.0 -202.491
3000000.0 -195.355
3100000.0 -186.967
3200000.0 -177.714
3300000.0 -167.99
3400000.0 -158.18
3500000.0 -148.65
3600000.0 -139.737
3700000.0 -131.74
3800000.0 -124.916
3900000.0 -119.472
4000000.0 -115.568
4100000.0 -113.313
4200000.0 -112.769
4300000.0 -113.951
4400000.0 -116.83
4500000.0 -121.34
4600000.0 -127.378
4700000.0 -134.816
4800000.0 -143.5
4900000.0 -153.257
5000000.0 -163.9
5100000.0 -175.238
5200000.0 -187.07
5300000.0 -199.202
5400000.0 -211.438
5500000.0 -223.596
5600000.0 -235.5
5700000.0 -246.989
5800000.0 -257.917
5900000.0 -268.155
6000000.0 -277.59
6100000.0 -286.128
6200000.0 -293.693
6300000.0 -300.228
6400000.0 -305.693
6500000.0 -310.065
6600000.0 -313.338
6700000.0 -315.521
6800000.0 -316.636
6900000.0 -316.721
7000000.0 -315.822
7100000.0 -313.996
7200000.0 -311.309
7300000.0 -307.834
7400000.0 -303.651
7500000.0 -298.843
7600000.0 -293.496
7700000.0 -287.7
7800000.0 -281.543
7900000.0 -275.115
8000000.0 -268.503
8100000.0 -261.796
8200000.0 -255.075
8300000.0 -248.42
8400000.0 -241.908
8500000.0 -235.609
8600000.0 -229.591
8700000.0 -223.914
8800000.0 -218.634
8900000.0 -213.802
9000000.0 -209.461
9100000.0 -205.65
9200000.0 -202.403
9300000.0 -199.745
9400000.0 -197.699
9500000.0 -196.28
9600000.0 -195.5
9700000.0 -195.365
9800000.0 -195.876
9900000.0 -197.03
10000000.0 -198.819
