   0.00000000       0.00000000      -3192.5024404525757     
   25000.0000       0.00000000      -3147.3330776691437     
   50000.0000       0.00000000      -3111.2340358495712     
   75000.0000       0.00000000      -3096.1519746780396     
   100000.000       0.00000000      -3090.1326091289520     
   125000.000       0.00000000      -3091.0193631052971     
   150000.000       0.00000000      -3097.5263434052467     
   175000.000       0.00000000      -3103.3945471644402     
   200000.000       0.00000000      -3110.2530164122581     
   225000.000       0.00000000      -3136.6577562093735     
   250000.000       0.00000000      -3178.2820482850075     
   275000.000       0.00000000      -3228.3668396472931     
   300000.000       0.00000000      -3269.8995243310928     
   325000.000       0.00000000      -3294.3131852149963     
   350000.000       0.00000000      -3311.1546154022217     
   375000.000       0.00000000      -3324.8380678296089     
   400000.000       0.00000000      -3337.4838917255402     
   425000.000       0.00000000      -3332.5490963459015     
   450000.000       0.00000000      -3331.2534935474396     
   475000.000       0.00000000      -3334.6770127415657     
   500000.000       0.00000000      -3336.2444052696228     
   525000.000       0.00000000      -3334.7986642718315     
   550000.000       0.00000000      -3344.3932233452797     
   575000.000       0.00000000      -3358.4313629269600     
   600000.000       0.00000000      -3387.7016493082047     
   625000.000       0.00000000      -3417.7269216179848     
   650000.000       0.00000000      -3438.0431177020073     
   675000.000       0.00000000      -3459.4700337052345     
   700000.000       0.00000000      -3469.9997147321701     
   725000.000       0.00000000      -3477.2445467114449     
   750000.000       0.00000000      -3490.2942091226578     
   775000.000       0.00000000      -3501.5810009241104     
   800000.000       0.00000000      -3508.5025677680969     
   825000.000       0.00000000      -3516.5417220592499     
   850000.000       0.00000000      -3521.5492343902588     
   875000.000       0.00000000      -3528.1877339482307     
   900000.000       0.00000000      -3540.6214374303818     
   925000.000       0.00000000      -3556.0008577704430     
   950000.000       0.00000000      -3573.5432508587837     
   975000.000       0.00000000      -3592.6490858197212     
   1000000.00       0.00000000      -3611.2408548593521     
   1025000.00       0.00000000      -3630.5460925698280     
   1050000.00       0.00000000      -3651.1223375797272     
   1075000.00       0.00000000      -3673.1981743574142     
   1100000.00       0.00000000      -3696.8420753479004     
   1125000.00       0.00000000      -3724.2711415290833     
   1150000.00       0.00000000      -3756.7974959611893     
   1175000.00       0.00000000      -3788.0713723897934     
   1200000.00       0.00000000      -3819.1522136926651     
   1225000.00       0.00000000      -3849.5254219174385     
   1250000.00       0.00000000      -3874.2303857207298     
   1275000.00       0.00000000      -3891.9607263207436     
   1300000.00       0.00000000      -3900.9842788577080     
   1325000.00       0.00000000      -3905.0855820178986     
   1350000.00       0.00000000      -3904.1793828606606     
   1375000.00       0.00000000      -3901.6530030369759     
   1400000.00       0.00000000      -3900.8689690232277     
   1425000.00       0.00000000      -3900.2023472785950     
   1450000.00       0.00000000      -3898.6251983046532     
   1475000.00       0.00000000      -3897.7784453630447     
   1500000.00       0.00000000      -3897.8469993472099     
   1525000.00       0.00000000      -3898.3021295666695     
   1550000.00       0.00000000      -3903.4095076322556     
   1575000.00       0.00000000      -3924.5537391901016     
   1600000.00       0.00000000      -3971.7461921572685     
   1625000.00       0.00000000      -4008.2067741751671     
   1650000.00       0.00000000      -4021.7659763693810     
   1675000.00       0.00000000      -4010.6481407284737     
   1700000.00       0.00000000      -3999.4530538916588     
   1725000.00       0.00000000      -3993.0938724875450     
   1750000.00       0.00000000      -3977.2862880229950     
   1775000.00       0.00000000      -3942.3413078784943     
   1800000.00       0.00000000      -3926.0383921265602     
   1825000.00       0.00000000      -3928.3196680545807     
   1850000.00       0.00000000      -3960.7023590803146     
   1875000.00       0.00000000      -4034.9625657796860     
   1900000.00       0.00000000      -4077.1125559806824     
   1925000.00       0.00000000      -4093.1799829602242     
   1950000.00       0.00000000      -4097.2142193317413     
   1975000.00       0.00000000      -4099.2962875366211     
   2000000.00       0.00000000      -4102.9304403662682     
   2025000.00       0.00000000      -4115.7349622845650     
   2050000.00       0.00000000      -4141.2961277961731     
   2075000.00       0.00000000      -4166.2384248971939     
   2100000.00       0.00000000      -4191.3233428597450     
   2125000.00       0.00000000      -4227.4988480210304     
   2150000.00       0.00000000      -4255.2505390048027     
   2175000.00       0.00000000      -4225.2245127558708     
   2200000.00       0.00000000      -4154.5849481821060     
   2225000.00       0.00000000      -4147.6069869399071     
   2250000.00       0.00000000      -4186.2790248394012     
   2275000.00       0.00000000      -4142.0262011289597     
   2300000.00       0.00000000      -4092.3464680910110     
   2325000.00       0.00000000      -4086.2856580018997     
   2350000.00       0.00000000      -4108.5814397335052     
   2375000.00       0.00000000      -4182.5032778382301     
   2400000.00       0.00000000      -4331.6520424485207     
   2425000.00       0.00000000      -4375.4858918786049     
   2450000.00       0.00000000      -4257.3841327428818     
   2475000.00       0.00000000      -4137.0996219515800     
   2500000.00       0.00000000      -4030.2267070412636     
   2525000.00       0.00000000      -4003.0531871318817     
   2550000.00       0.00000000      -3990.1567134261131     
   2575000.00       0.00000000      -4059.8917301297188     
   2600000.00       0.00000000      -4111.5330993533134     
   2625000.00       0.00000000      -4171.7754923105240     
   2650000.00       0.00000000      -4289.0797094702721     
   2675000.00       0.00000000      -4357.2022446393967     
   2700000.00       0.00000000      -4297.6235122680664     
   2725000.00       0.00000000      -4220.2072973251343     
   2750000.00       0.00000000      -4187.7948613762856     
   2775000.00       0.00000000      -4232.0702742934227     
   2800000.00       0.00000000      -4217.8531250953674     
   2825000.00       0.00000000      -4221.3604176044464     
   2850000.00       0.00000000      -4328.4216088652611     
   2875000.00       0.00000000      -4311.0181468725204     
   2900000.00       0.00000000      -4206.7664741277695     
   2925000.00       0.00000000      -4209.8839572668076     
